review_id,text,lang,recommended,playtime_hours,posted_at
84115083,Yayerrrrr.,english,True,249.5,2021-01-06 01:24:39
83481044,"I've spent the last few months searching for an RPG which combines clever writing, exciting gameplay, meaningful character RPG changes, cared for side quests, a story which takes itself seriously (but not too), and does not actively make its systems opaque. This quest of mine has led me back in time to play Baldur's Gate, Planescape Torment, then a bit further ahead to play Fallout New Vegas, Yakuza 0, Pillars of Eternity 1 and 2, then even to modern times to play BG3, Wasteland 3. I had already played Divinity 2, Skyrim, Fallout 4, and Cyberpunk 2077. Then, I thought ""well, I'll play witcher 2, since I already played Witcher 3."" And I can say with confidence that of all those games, Witcher 3 is still my favorite. It does just enough of everything. Is it perfect? No, but it's more fun than almost any other RPG available right now. If I were to pick one between 2077 and this, I'd pick this if I was on a budget (it's so cheap). Personally, I like 2077's aesthetic more (I'm a cyberpunk nerd) but Witcher 3 is just...perfect for what it is. And, more importantly, what I found on my quest is that, just because the game isn't perfect doesn't mean there's another game which is. Every game has faults, systems and details that aren't implemented well, graphical problems, and the like. What you want is a game which grabs you despite those faults. That's what W3 is.",english,True,51.7,2020-12-29 14:21:18
83436572,"I liked the graphics, history and variations.",english,True,37.9,2020-12-29 00:49:18
84416610,Ornery peasant simulator. 10/10,english,True,160.1,2021-01-10 09:03:31
84658117,10/10 would recommend - sponsored by NordVPN,english,True,61.4,2021-01-14 08:14:42
85087291,ok,english,True,53.3,2021-01-21 12:55:37
84744105,GREAT GAME!,english,True,132.8,2021-01-15 19:10:08
83547545,I love the game storytelling and the world enviroment very beautiful,english,True,21.0,2020-12-30 07:59:11
83577874,White-haired man big and scary. Epic.,english,True,177.9,2020-12-30 16:38:14
84060660,Nice game dude!,english,True,18.0,2021-01-05 11:01:46
83548177,Pretty wicked innit,english,True,58.3,2020-12-30 08:13:06
84998762,If you haven't played this then what are you even doing?,english,True,376.3,2021-01-19 21:37:18
84504009,This is the best game to have come out yet.,english,True,35.2,2021-01-11 17:41:15
84596723,One of thee best games ever made! Period!,english,True,21.6,2021-01-13 07:05:03
84935041,"추종자들의 역겨운 고평가를 받는작품이라고 욕하기엔 
너무 잘만든 게임이긴하다 다만 내취향이 아닐 뿐
이 게임의 나비효과가 지금의 사이버펑크 사태를 만든게 아닐까?",koreana,True,22.7,2021-01-18 22:37:17
81162604,배추잎 몇장으로 당신은 중세 최고의 주접맨이 될것입니다.,koreana,True,151.1,2020-11-30 03:47:48
84407274,"I have owned this game for a long time. but I just had time to install and play. my conclusion after playing this game for a few hours: it's a good game, great graphics, interesting story. suitable for those who like to linger in gaming.",english,True,14.9,2021-01-10 05:07:18
82486433,최고의 게임 ㅋㅋㅋ,koreana,True,138.2,2020-12-16 09:57:37
83970590,if you love the witcher series (witch i do) this is the perfect game,english,True,6.9,2021-01-04 07:49:50
84401856,Best rpg game of all times in my opinion,english,True,7.3,2021-01-10 03:00:16
84497573,"According to Playstation I have right around 200 hours in this game on console. In my opinion, the second greatest game ever made next to RDR2, but I could see a valid argument for it deserving the #1 spot. The story, the world, the combat, everything is 10/10. This game is the true definition of an RPG.",english,True,5.6,2021-01-11 15:34:31
84679430,ê°ì©ì´,koreana,True,146.2,2021-01-14 16:32:41
84384376,"so fun
",english,True,102.9,2021-01-09 20:51:08
84705880,"PIrated the game 2 years ago to see what the fuss is about. Finished it. Went back, bought and played Witcher 1 and 2. Then bought this and now am playing the whole thing all over again. There are very few games that come close to Halo in defining the genre they belong to. The Witcher games are among them. I would strongly recommend that you play Witcher 1 and 2 before playing Witcher 3. While the gameplay mechanics in the earlier games are a bit clumsy, the story more than makes up for it.
10/10 on all aspects except maybe the combat grind.",english,True,25.3,2021-01-15 03:20:24
85046235,,schinese,True,19.0,2021-01-20 18:24:07
84798025,"Pros:
 - A rich and complete RPG experience with a wide variety of high quality quests.
- An ambitious scope that was very expertly executed, and nearly incomparable to anything else made so far. 
- The quest quality is pretty consistent throughout the game, even over a hundred hours in, you'd think the game wouldn't be able to keep up with the level of detail that it offers in the first hours, yet it does exactly that and then some.
- Great story and writing, from the main quest to the smaller quests and the stories and characters that you'll encounter, lots of detail and love were poured all over this world, some of which you might not even encounter on your first playthrough. Any and all sorts of emotions and moments that you'll probably remember for years to come.
- Decisions you make have a pretty substantial impact in the story and on other characters, making you feel the weight of responsibility, some of the choices are surprisingly difficult to make.
- Substantially different endings based on your choices.
- The game doesn't pull many punches when it comes to the number romantic options that it offers, some will even influence certain aspects of the story, it's romantic when it needs to be, it's sexy when it needs to be, and at times pretty funny.
- Gameplay has taken what was made in the earlier installments, build upon it and create a very polished and intuitive improvement, the combat feels amazing and personal, with you being able to find your own play style and groove. It plays like a smooth action-adventure game despite being a massive and comprehensive RPG.
- A character upgrade system that will allow you to improve Geralt's fighting, signs (which are basically spells) and alchemy which influences your effectiveness with potions and bombs. Offering more in the way of play-style customization.
- Tons of different weapons and gear that you can use, as-well to different effects that you can add.
- The visuals are great, with an amazing art direction, I have no doubt that this game will age pretty well.
- The world is beautiful to look at, from the different cities, to small villages, islands, mountains and forests, this game has some of the most realistic forests and green environments that I've seen in game, there's a really nice chaotic feel of how trees and plants are placed which makes it feel very natural. The weather system directly impacts how everything looks and the world and even NPCs react to it accordingly. One of the best day/night cycles that I've seen in a open world, dusk and sun rise can at times look absolutely stunning.
- Beautiful music throughout the game.
- Great DLCs that add tens of hours of content, none of it feels lazy or by the numbers, instead it feels like genuine contributions to the world, with some of the writing and quests being of higher quality than even most of what we've encountered in the main game, which was already pretty good. Blood and Wine in particular is probably the single best story-based DLC that I've seen in a game. 
- Gwent is an awesome addition to the franchise, and far superior to the prior mini-games.

Cons:

- I've experience multiple crashes, and by multiple, I really mean it. This game crashed a lot. And I know for a fact that this is a game issue and not a system issue, because this level of frequent crashing only happened when played The Witcher 3, in fact, I have yet to experience this problem on their newest Cyberpunk game or on any other game that I'm currently playing. Very unfortunate and by my far my biggest issue with this game and what prevents it from being a 10/10 in my eyes.

- The in-game economy is very unbalanced, I find myself very often finding most of the weapons and gear that I need just by exploring the world, I consistently found swords that were an immediate upgrade to swords that I've just picked not long ago, giving me very little incentive to explore crafting or buy weapons from stores, if anything, I mostly used stores to get gold from selling the excess weapons and gear that I would frequently find in the game world. The exception being when I wanted a particular armor that I would only get through crafting.

- The menus and in-game interface although you'll eventually get used to it, its not the most intuitive.

- The game could have offered more way for me to spend my gold, like buying houses, decoration and properties. The Blood and Wine DLC introduces some of that in the game, thought because you're supposed to play it after the main campaign, it all comes a bit too late. Would be awesome to have had a place to improve and decorate with different items from my different adventures, earlier in the game, maybe even have some of the main characters drop by. Though I do realize this is less of a flaw and more of a personal wish and nitpick.

Overall:

The Witcher 3 is arguably one of the best RPGs ever made, if not the best, if you're a fan of the genre or if you are curious about what a CDPR game looks at its best, I definitely recommend you to skip on Cyberpunk 2077 until they fix it, and instead dive into the world of the Witcher and learn exactly why this studio became so beloved by so many gamers. This is an awesome journey that has pretty much everything a game could offer, an immersive world and story that will keep you interested, lots to do and explore and you'll always feel in control of the pace of which you want to experience the game. If you want to pick up the game to just do some quick Witcher contracts and slash some monsters, you can, if you want to just walk, swim, ride and sail around the massive world and probably always finding something in the process, you can. If you want to just play Gwent and collect new cards from NPCs you can, and if you want to experience one of the best video-game stories and story-based quests ever written and designed, The Witcher 3 will be there for you with very little risk of leaving you disappointed.

My Score:
9/10",english,True,172.7,2021-01-16 16:39:58
75778253,Free V-bucks generator click here!!! bit.ly/fake,koreana,True,425.3,2020-09-11 03:53:07
84907520,tis good,english,True,189.2,2021-01-18 12:23:10
85071474,后悔现在才买,schinese,True,28.6,2021-01-21 05:57:47
84807952,it fun?,english,True,60.8,2021-01-16 19:50:43
83838318,"Easily one of the most well refined and crafted RPGs of all time. The story is engaging, the writing is fantastic, characters are memorable and the combat is good, (though not as good as a game like Dark Souls or Bloodborne, seeing how this game is more about story). The Witcher is a phenomenal RPG franchise. My money was well spent. Geralt is a great protagonist and his relationships with other characters is amazing.",english,True,87.6,2021-01-02 18:57:57
84867283,"one of the best games ever made, with an incredible story and sub stories i guarantee you'll never run out of things to do in this game.",english,True,187.3,2021-01-17 18:46:20
85031533,monkaGIGA,polish,True,261.0,2021-01-20 13:06:04
85025313,"Настало время написать не менее легендарный обзорчик о легендарной игре.
Ну начнем с того что в далеком 2007 года CD Projekt Red выпускает в свет 1 Ведьмака,при создании первой части производитель видимо ориентировался на что-то приближенное Gotich 3 НО не допустил главное ошибки какую допускают почти все производители нашего времени,копирка.
1 Часть зашла далеко не всем,нельзя было переодевать персонажа,боевка была не понраву многим,НО всё-таки она запала многим в душу.Прошло достаточно много времени с момента выхода первой части и тут в 2012 году выходит Ведьмак 2 Убийца королей,Вот тут то все и начали фанатеть по вселеной Ведьмака,шикарный сюжет,продолжение истории Мясника из Блавикена который до сих пор пытается востановить память паралельно спасая всех на своем пути и зарабатывая пару десятков оренов.Прошло 3 года после выхода 2 части и в 2015 году мы получаем легендарную Ведьмак 3 Дикая охота:Система переноса данных из прошлых частей,сюжет,да даже просто контракты в деревушках на окрайне,Легендарно.Дополнения:Кровь и вино,Каменные сердца.Шедевр.Право выбора с кем быть и кого убить,у кого взять задание а кого послать подальше,всё на высшем уровне.Вот и закончилась история Ведьмака Геральта из Ривии,предназначеное ему дитя по праву неожиданности вернулось а Йен наконец-то нашлась.
10 Ивасиков из 10",russian,True,31.7,2021-01-20 10:28:54
83959394,Don't read. Just play,english,True,228.9,2021-01-04 03:30:23
83521119,very game bery nice,english,True,185.2,2020-12-29 23:43:37
80637518,내 인생 최고의 게임이랄까,koreana,True,61.4,2020-11-27 14:30:39
85160906,Génial.,french,True,51.8,2021-01-22 19:37:37
84996160,"jogo muito bom, comecei agr e ja estou curtindo muito",brazilian,True,29.7,2021-01-19 20:36:57
83761359,Completely ruined every other story based single player game. I can't play any other game anymore,english,True,180.2,2021-01-01 21:42:10
80519310,CD PROJEKT 찬양한다,koreana,True,24.8,2020-11-27 03:34:25
75530691,갔겜,koreana,True,186.2,2020-09-06 08:29:43
85160795,good,english,True,56.0,2021-01-22 19:35:13
85120995,"Pretty decent, kinda boring sometimes, didnt really care for the combat personally or the weapons system.",english,True,27.5,2021-01-22 03:05:31
84562745,"I have intentionally been putting off 'really' getting into and playing story-rich and long lasting RPG's all of last year as I was saving that experience for Cyberpunk, and the most ironic part of that is after I finished my first play through of it, all I wanted was to play a really, really, really good rpg again, and well, here I am

12/10 still the best open world action RPG's of all time, no competition",english,True,100.2,2021-01-12 17:17:18
77073652,예니퍼 트리스 루트 동시에 가다가 홀아비 됨,koreana,True,79.4,2020-10-05 11:49:42
78555951,왜 갓쳐라 하는지 알겠네요,koreana,True,153.3,2020-11-01 22:08:31
85086448,神作,schinese,True,71.4,2021-01-21 12:35:49
83810691,"좋습니다.
시나리오 액션 배경음악",koreana,True,34.6,2021-01-02 12:38:14
83434411,"Words can't describe how amazing this game is. Developers really just don't put the time in effort into games like this anymore. The lore is truly amazing.

For those just starting the game, even though the main story doesn't pick up right away, the side missions are wonderfully crafted and the characters have depth and your choices matter.

I love being immersed in a game's mechanics in order to defeat enemies more efficiently and the Witcher 3 does this beautifully (bestiary, oils, deconcotions, etc). 

I could say so much more about how amazing this game is, but TLDR:

If you are looking for a game you can sink 100+ hours into easily where you can be rewarded and gratified in the end, this is the game for you.",english,True,92.0,2020-12-29 00:13:45
85090351,"久仰巫师3大名
一个和老滚5一起被并列为RPG游戏界的两座大山级的作品
老滚5我玩了很长时间，初中时候玩盗版的时间和入正补票的游戏时间加起来得有500多个小时了（这还不算各种mod花的时间）
说实话，我很喜欢那种能给人很强代入感的游戏，仿佛自己就是抓根宝，就是利维亚的杰洛特
我用自己的原则，来衡量在游戏里遇见的人和事
去爱，去恨，去怜悯宽恕一个人，去忿忿不平一件事
显然，多分支走向的剧情，细节饱满，世界观塑造完善的巫师3非常合我的胃口
时而做一个严谨，专业且耐心的猎魔人在山林间追踪妖灵的踪迹
时而是个老好人，脑子一热就去为村里的悲惨老妇人免费跑了腿
又有时做一个多情的女术士打桩机，浪漫，幽默，风流倜傥
然而当一切尘埃散尽，我仍然是我，背着两把剑，在夕阳下的乡间小道上骑着萝卜疾驰而去
闲看庭前花开花落，漫随天外云卷云舒
在战火纷飞的乱世，保有一份独特的内心清净
坚持自己的道义，仗剑走天涯，快哉快哉！
",schinese,True,39.4,2021-01-21 14:32:46
85088113,"欲罢不能
",schinese,True,25.8,2021-01-21 13:12:52
83553852,"This gotta be the best RPG game ever made, nothing released so far comes remotely close.
Hell, I don't think it should be called a game at all, this is a master work of art!

",english,True,164.8,2020-12-30 10:09:25
83337278,아이템 현금거래 카톡 fake123 최저가,english,True,130.8,2020-12-27 22:39:47
84361852,Gwent,english,True,75.6,2021-01-09 14:26:14
84429377,"20시간이나 했음에도 불구하고 아직 체감상 스토리는 20~30%수준밖에 안온거 같음
굉장히 큰 불륨과 세밀한 스토리 및 선택의 따른 나비효과를 느낄 수 있는 게임
하지만 위쳐 시리즈 이전의 스토리와 1, 2의 스토리가 선행이 안되어있다면 이해하기 힘든 점이 많다
유튜브에서 찾아보는건 필수는 아니지만 권장은 한다. 봐도 너무 스토리가 길어서 이해하기 힘들긴 함 
확장팩까지 하면 스토리만 밀어도 100시간은 나온다는데 부가퀘스트들이 정말 많으니
가격대비 너무나 혜자라고 할 수 있다.",koreana,True,39.2,2021-01-10 13:43:49
84392867,"Great game, lots of side quests.",english,True,55.4,2021-01-09 23:36:17
85047898,One of the best,english,True,101.4,2021-01-20 18:59:53
84022854,10/10 would recommend - sponsored by NordVPN,english,True,304.5,2021-01-04 21:56:19
83489749,This is a game that everyone should experience,english,True,89.3,2020-12-29 16:22:24
83597387,Should of started playing this game along time ago pretty dope so far,english,True,6.7,2020-12-30 21:07:51
85145823,başyapıt,turkish,True,39.2,2021-01-22 14:31:47
85182697,神作！不bb,schinese,True,89.5,2021-01-23 04:40:31
77496839,사이버펑크 개발비용,koreana,True,199.8,2020-10-13 13:28:11
85165440,yes?,english,True,84.0,2021-01-22 21:16:51
83447865,Gwent.,english,True,46.5,2020-12-29 04:06:55
82545246,기괴하게 생긴 크리쳐 좋아♥,koreana,True,68.7,2020-12-17 07:50:17
83688607,"As someone considers games like skyrim and fallout 4 boring, you know this must be a great game when i love it.",english,True,6.6,2020-12-31 23:56:19
79405265,갓겜,koreana,True,161.2,2020-11-17 09:14:08
85056364,suprčupr,czech,True,34.6,2021-01-20 22:17:21
83870364,Good story and character development. Fun game which has a lot to do in it. would recommend,english,True,13.2,2021-01-03 03:03:35
85106317,"Honestly, just play it already.",english,True,206.3,2021-01-21 20:15:50
85000787,Only RPG I have ever liked.,english,True,111.3,2021-01-19 22:30:46
84949492,This's A Good Story,english,True,22.8,2021-01-19 00:44:37
84451225,if you like medieval Fantasy just do yourself a favor and just buy this game.,english,True,211.4,2021-01-10 20:12:14
83739771,very good games for action RPG lovers,english,True,36.9,2021-01-01 16:20:02
84653479,"One of the best experiences I have ever been apart of this game just keeps you hooked on the story and the side quests are very entertaining as well I can not recommend this enough but this game is amazing in my top 5. The main piece I loved about this game is the story and the characters they made this game feel so real and worth while when you got to get attached to the other characters in this game.
10/10",english,True,109.0,2021-01-14 05:45:30
83355431,"Quite easily the best RPG of all time, even after 5 years from its release. It has everything at a high standard.

1. Looks, from characters to environments everything is beautiful whether it needs to be creepy or mystic
2. Music. lelele lelelele
3. Story, it can speak for itself
4. Characters, they too speak for themselves
5. Combat, while not ground breaking, it compliments the world perfectly as you have to intently focus on whatever you're fighting and watch it trying to murder you.

The only thing that should stop you from playing this is the long time investment to appreciate the world and finish the game(50 hours +), your PC cant run it, or you are 12 (plenty of adult themes)

Happy hunting",english,True,157.8,2020-12-28 03:33:27
83513336,yes,english,True,88.1,2020-12-29 21:45:54
78751213,갓겜,koreana,True,73.7,2020-11-05 08:13:37
82682456,.,koreana,True,104.9,2020-12-19 11:13:14
83709041,재밌음,koreana,True,54.7,2021-01-01 07:07:24
75206814,갓띵작 겜!,koreana,True,17.9,2020-08-31 06:43:04
84054900,Don't need a girlfriend anymore. The Witcher 3: Wild Hunt will suffice.,english,True,203.9,2021-01-05 09:02:05
84916675,God Game,koreana,True,152.7,2021-01-18 15:45:50
84171956,Best RPG ever. Period,english,True,248.1,2021-01-06 19:39:33
